reviews.text,reviews.rating,sentiment,clean_text,aspects_found
Great price for an introductory tablet. Bought for my brother in law who is not tech savvy. He has loved it. Easy to use.,5,positive,great price introductory tablet bought brother law tech savvy loved easy use,['price']
"Great tablet. Easy to read the screen, fast. Great price.",5,positive,great tablet easy read screen fast great price,['price']
I got this for my mom. I have a Kindle and there are always free games available for it but not for the tablet she had so i got it for her and download a bunch of games for it. The only problem is the games seem to drain the battery fairly quickly,5,positive,got mom kindle always free game available tablet got download bunch game problem game seem drain battery fairly quickly,['battery']
"Got this for Black Friday and the price was awesome, great for kids, easy to use and battery life is good! Nice charger and screen resolution is great. Great tablet overall",5,positive,got black friday price awesome great kid easy use battery life good nice charger screen resolution great great tablet overall,"['price', 'battery']"
"Awesome! Unbeatable price! You can buy books and stuff! Magazines, games or whatever! Keeps my wife quiet for hours! Thank you Amazon!!!!",5,positive,awesome unbeatable price buy book stuff magazine game whatever keep wife quiet hour thank amazon,['price']
My kids love itBeats buying a galaxy tab that's double the price and compariable in my opinion.,4,positive,kid love itbeats buying galaxy tab thats double price compariable opinion,['price']
"Great tablet for the price, easy to use, small enough to fit in my pocket book when traveling, it basically replaced my samsung.",5,positive,great tablet price easy use small enough fit pocket book traveling basically replaced samsung,['price']
Best Fire tablet for a small price. Works well for my first tablet. Would recommend to anyone looking for a good affordable tablet.,4,positive,best fire tablet small price work well first tablet would recommend anyone looking good affordable tablet,['price']
"I purchased this for my fiancee for her Christmas present and she loves it. It's got great picture quality, excellent audio and great response/reaction time!",5,positive,purchased fiancee christmas present love got great picture quality excellent audio great responsereaction time,['quality']
I rate 10 of 10 for price paid vs product quality.,4,positive,rate price paid v product quality,"['price', 'quality']"
"it is awesome for the price can't ask for more, and it's on sale when i got it.",5,positive,awesome price cant ask sale got,['price']
We bought this for our youngest 2 now our oldest 2 wants one! What's great is the price and you can expand it from 8gb up to 128gb I believe!,5,positive,bought youngest oldest want one whats great price expand gb gb believe,['price']
You can't beat the price. Perfect tablet for a child.,5,positive,cant beat price perfect tablet child,['price']
"Great for watching movies, videos. Playing games. Shopping on Amazon. It's small enough for travel easy to set up and the price was very affordable.",5,positive,great watching movie video playing game shopping amazon small enough travel easy set price affordable,['price']
I bought these for my young grandchildren (5 & 7) and they love them. They love to take pictures and make videos. They also play games on them. The battery life lasts for a long time also.,5,positive,bought young grandchild love love take picture make video also play game battery life last long time also,['battery']
"Picked this up for my wife, Wanted a spare tablet for watching some random shows and do some book rentals/reading from Amazon. $49.99 is a price that can't be beat, wish i would of picked it up on Black Friday as it was only $34.99.The Tablet has a single speaker, its loud enough for sitting in bed or in a room, also has a 3.5mm standard headphone jack to plug in headphones, or use Bluetooth.Screen resolution is very good for a budget 7"" screen. Nothing high def (HD) but for the screen size it is very good. If you come from a higher end Android or iPad, you may be disappointed at first with the screen, however you need to realize where this tablet sits on the Tablet Echelon, its entry level for both Amazon and the entire tablet line for all tablets....its a $50 tablet that runs almost everything.Fire OS is very similar to Android OS, extremely simple and easy to use. You CAN make multiple logins on this device so kids have their own screen and apps, or make a guest account to be able to pass the Fire Tab to another person without having access to your information. Perfect for sharing.Battery life is great, lasts about 3 days with moderate use (email and web surfing with brightness on 100%)8GB internal memory isn't enough for more than 1 or 2 books and a few apps, highly recommend getting a 32GB micro SD card to expand the storage.It does come with unlimited Amazon Cloud storage for photos and music. Camera on the Fire Tab is good for well lit areas, no flash on the camera, but you can snap away photos and auto upload/backup to your amazon cloud drive. Also comes with a trial of Amazon PRIME.Would definitely buy again.",5,positive,picked wife wanted spare tablet watching random show book rentalsreading amazon price cant beat wish would picked black friday tablet single speaker loud enough sitting bed room also mm standard headphone jack plug headphone use bluetoothscreen resolution good budget screen nothing high def hd screen size good come higher end android ipad may disappointed first screen however need realize tablet sits tablet echelon entry level amazon entire tablet line tabletsits tablet run almost everythingfire o similar android o extremely simple easy use make multiple logins device kid screen apps make guest account able pas fire tab another person without access information perfect sharingbattery life great last day moderate use email web surfing brightness gb internal memory isnt enough book apps highly recommend getting gb micro sd card expand storageit come unlimited amazon cloud storage photo music camera fire tab good well lit area flash camera snap away photo auto uploadbackup amazon cloud drive also come trial amazon primewould definitely buy,['price']
This is a very food tablet with its price. Very decent and affordable!0,5,positive,food tablet price decent affordable,['price']
great price on a tablet. Plus have always had great success with kindle.,5,positive,great price tablet plus always great success kindle,['price']
"I have the Kindle Fire HD, so when i bought this i expected something up to that caliber or better. Sadly, it did not. In my opinion the older one is better in sound quality. The new one is lighter, but I did pay less for it.",3,neutral,kindle fire hd bought expected something caliber better sadly opinion older one better sound quality new one lighter pay less,['quality']
Bought this for my 11 year old. He loves it. Has access to the Amazon underground store so he can buy all the apps he wants. I've set controls so he can't accidentally buy something with real dollars. A great tablet - way beyond expectations for this price.,4,positive,bought year old love access amazon underground store buy apps want ive set control cant accidentally buy something real dollar great tablet way beyond expectation price,['price']
This Kindle has a decent screen and image quality. The feature I miss most is the lack of capability of this tablet to automatically shut down when you close the case - but understandable at the price point.,4,positive,kindle decent screen image quality feature miss lack capability tablet automatically shut close case understandable price point,"['price', 'quality']"
It works seamlessly. Very great for price and clean finish,5,positive,work seamlessly great price clean finish,['price']
"Best purchase ever, my eyes are getting bad with age and reading on my phone No longer works, great product for the price",5,positive,best purchase ever eye getting bad age reading phone longer work great product price,['price']
"This tablet was purchased for an older relative who just ""had to have a tablet"". Amazon has a lot of free stuff to download!!!--Set up was a breeze--Great Tablet and greater price.",5,positive,tablet purchased older relative tablet amazon lot free stuff downloadset breezegreat tablet greater price,['price']
"Its a good product . Speed , price and apps are apt",5,positive,good product speed price apps apt,['price']
Enjoy my Kindle Fire for the price. Easy to use and nice clear wording.,5,positive,enjoy kindle fire price easy use nice clear wording,['price']
It works well and for the price you can't go wrong.,4,positive,work well price cant go wrong,['price']
This item is perfect for my son. Now he has his own game system no more low battery for my phone. Price is the best part you can't go wrong with this choice . I am very satisfied .,5,positive,item perfect son game system low battery phone price best part cant go wrong choice satisfied,"['price', 'battery']"
Great tablet for the price. Easy for kids to use & great parental controls. Good educational apps & books for students. Worth the purchase.,5,positive,great tablet price easy kid use great parental control good educational apps book student worth purchase,['price']
I love this product for my 7 year old. Its fast and has parental controls. Great product for an amazing price.,5,positive,love product year old fast parental control great product amazing price,['price']
It was a good tablet for the very inexpensive price.,4,positive,good tablet inexpensive price,['price']
"The kindle fire has exceeded my expectations, especially given the $50 price tag. Easy to use for someone like me, who is not tech-savvy. Lots of awesome free apps, and I am finding new ways to play with it every day. Would definitely recommend this device to others.",4,positive,kindle fire exceeded expectation especially given price tag easy use someone like techsavvy lot awesome free apps finding new way play every day would definitely recommend device others,['price']
It's very good for the price. No problems with the product,4,positive,good price problem product,['price']
I wanted them to have a tablet and after reading the reviews and price of the Amazon Fire; I was very pleased.,5,positive,wanted tablet reading review price amazon fire pleased,['price']
This is a great kindle for the youngers at a great price!,4,positive,great kindle youngers great price,['price']
"cannot connect to bluetooth, for this price it is a nice item",4,positive,cannot connect bluetooth price nice item,['price']
"I bought this Kindle as a gift for my 9 year old grand daughter. I have one of my own and absolutely love it. I read books, surf the web and also read all my personal emails with it. Great product for a great price! And so easy to use.",5,positive,bought kindle gift year old grand daughter one absolutely love read book surf web also read personal email great product great price easy use,['price']
"This is my second kindle for the price wasn't bad, however had to exchange it for another one right after was purchased. The screen would not come on.",4,positive,second kindle price wasnt bad however exchange another one right purchased screen would come,['price']
Best quality around for the low price I play my games for hours,5,positive,best quality around low price play game hour,"['price', 'quality']"
I bought this during Black Friday sales the price was very attractive but I didn't find it that attractive as YouTube stream was streaming slow it was taking 10-15 min to stream a single song.,1,negative,bought black friday sale price attractive didnt find attractive youtube stream streaming slow taking min stream single song,['price']
Its a good tab for the price. Would recommend it for entertainment or kids use only.,4,positive,good tab price would recommend entertainment kid use,['price']
I bought this tablet because of the price and the specs seemed fine but it is slow it freezes and crashes I dont think it was a good buy,1,negative,bought tablet price spec seemed fine slow freeze crash dont think good buy,['price']
Great price for tablet. Son loves it. Easy to use.,5,positive,great price tablet son love easy use,['price']
"Picked this up for only $35 during BF sale. Functions smoothly and I can't find any other knock off tablets in this price range that is as smooth. Bought this for my 7 yr old to play games, stream media and such. It gives me relief that I won't be losing hundreds of dollars if she breaks it. It is cheap enough to replace if it happens.",4,positive,picked bf sale function smoothly cant find knock tablet price range smooth bought yr old play game stream medium give relief wont losing hundred dollar break cheap enough replace happens,['price']
"Bought 2 for the kids so they can read and play games. I have bought other tablets under $100 and this one, in my opinion, is the best one for the price.",5,positive,bought kid read play game bought tablet one opinion best one price,['price']
"This is a good little tablet that takes a mini memory card. It is a little slow to load at start up, but otherwise is very handy and fast. Light weight and good for travel. At this price point ($50), I would not hesitate to recommend it.",4,positive,good little tablet take mini memory card little slow load start otherwise handy fast light weight good travel price point would hesitate recommend,['price']
Santa brought three of these tablets to our boys and they absolutely love them. What an incredible product and you can't beat the price point. Perfect for the little screen time that they do get and I love that I can control what they have access to. You can even set requirements for reading time in order to unlock the ability to play games. Great tablet.,4,positive,santa brought three tablet boy absolutely love incredible product cant beat price point perfect little screen time get love control access even set requirement reading time order unlock ability play game great tablet,['price']
Great price and value. Fast processing. Many games and user options available.,5,positive,great price value fast processing many game user option available,['price']
Good item and also good price. My son and I like this!!,5,positive,good item also good price son like,['price']
Love this little tablet. Price makes it easy to love.,5,positive,love little tablet price make easy love,['price']
"Easy to setup, battery lasts for as long as needed. You can do all the basics that a higher end tablet does and is reasonably priced..",4,positive,easy setup battery last long needed basic higher end tablet reasonably priced,['battery']
"Great tablet. Fast and easy to use. Got it as a black Friday sale thinking it was going to be a slow out of date tablet, but was surprised at how much I like it and use it. No lag, no bugs, has yet to freeze and great battery life.",4,positive,great tablet fast easy use got black friday sale thinking going slow date tablet surprised much like use lag bug yet freeze great battery life,['battery']
This is a great tablet - especially for the price. We bought 10 of them and gave them for Christmas gifts for family members,5,positive,great tablet especially price bought gave christmas gift family member,['price']
Kids love these and use them not only as readers but as mini tablets. Great price very happy!,5,positive,kid love use reader mini tablet great price happy,['price']
Amazon has a great product with their Kindle Fire tablets. Much more affordable than an Apple IPad. This particular one was purchased on a black Friday sale at an unbelievable price. We are very pleased with this purchase.,5,positive,amazon great product kindle fire tablet much affordable apple ipad particular one purchased black friday sale unbelievable price pleased purchase,['price']
"Black Friday deal for $35. regularly $49. worth it at $49 too. not a replacement for a laptop, but good battery life, and perfect for surfing the net, e mail, amazon content etc bought a cover for it on amazon.",4,positive,black friday deal regularly worth replacement laptop good battery life perfect surfing net e mail amazon content etc bought cover amazon,['battery']
Better than I expected in performance very reposnsive,5,positive,better expected performance reposnsive,['performance']
"Great tablet at a very good price, it works for everyone in the house from downloading apps/games to reading.",5,positive,great tablet good price work everyone house downloading appsgames reading,['price']
Great price. Love it. Couldn't believe the price....,4,positive,great price love couldnt believe price,['price']
Could not believe price I got the Kindle for. Great to have when the grandchildren come to visit and want to play on it.,5,positive,could believe price got kindle great grandchild come visit want play,['price']
This is amazing. And who can beat the price. Features and apps work well as well as touch sensitivity,5,positive,amazing beat price feature apps work well well touch sensitivity,['price']
This is a great tablet for the price. The Amazon OS is a bit sluggish but this is great for kids or to just keep laying around the house.,4,positive,great tablet price amazon o bit sluggish great kid keep laying around house,['price']
"Bought 3 of these for the kids. They have good amount of memory for all apps and music they could ever need, don't lag like other cheaper tablets. Overall very worth the price!!",4,positive,bought kid good amount memory apps music could ever need dont lag like cheaper tablet overall worth price,['price']
"I got this as a Christmas gift for a family member. You really can't beat the price of this tablet, especially compared to other tablets in its price range. It blows the Digiland tablets out of the water. It is pretty simple to use, only thing that I don't like is the Amazon app store's selection of apps.",4,positive,got christmas gift family member really cant beat price tablet especially compared tablet price range blow digiland tablet water pretty simple use thing dont like amazon app store selection apps,['price']
I recommend the Fire to all its teriffic and easy to operate it has a great battery I use it daily you would love it !!!!!!!!!!!,5,positive,recommend fire teriffic easy operate great battery use daily would love,['battery']
"Got this on black Friday sale & for the price, you couldn't beat it. I ended up purchasing 3 of these. The graphics & camera are definitely limited, but if all you need is a basic tablet to run Amazon apps, this is great for the price. The fact that it is expandable with an SD card puts it above the more expensive basic Kindle that my kids use that constantly is full.",5,positive,got black friday sale price couldnt beat ended purchasing graphic camera definitely limited need basic tablet run amazon apps great price fact expandable sd card put expensive basic kindle kid use constantly full,['price']
This is a great table for the price. I purchased it so my grandchildren would leave my ipad alone. Its not an ipad but I have no complaints for the price. I find myself using it a lot playing games and surfing the internet. It is pretty fast and easy to use. I told my daughter about it and she purchased 2 for her twins.,4,positive,great table price purchased grandchild would leave ipad alone ipad complaint price find using lot playing game surfing internet pretty fast easy use told daughter purchased twin,['price']
"It's 35-50 bucks, there is no better tablet for that price range, toss in prime and it's even better!",4,positive,buck better tablet price range toss prime even better,['price']
I have other Kindles and this one is okay. For the price it was a decent buy. I may go to a larger size the next time as this seems small.,3,neutral,kindles one okay price decent buy may go larger size next time seems small,['price']
I bought this because of its great price as a gift. It is a great tablet for someone entering the tablet experience. It has so many features just like the more expensive choices. Happy with purchase especially since we can add a memory card too . To,5,positive,bought great price gift great tablet someone entering tablet experience many feature like expensive choice happy purchase especially since add memory card,['price']
This is a great purchase for the price. I use it all the time to read on the go. It is like having a library in my purse,4,positive,great purchase price use time read go like library purse,['price']
"The price is right! Can't beat the price on this model for an introductory tablet or a tablet for a child. Wonderful that the tablet offers internet access for books, games, and movies. Good size for travelling and small hands.",4,positive,price right cant beat price model introductory tablet tablet child wonderful tablet offer internet access book game movie good size travelling small hand,['price']
"This tablet performs surprisingly well, especially considering it's just $50. The HD screen produces good images & great video. I own two iPad Minis, and I must say that while this is not quite as exotic as the Mini, the price makes it the better value hands down. One key feature is that it has a micro SD slot, which allows you to instantly increase storage capacity (up to 128GB, I believe). This makes it very capable of managing large amounts of photos & videos.",5,positive,tablet performs surprisingly well especially considering hd screen produce good image great video two ipad mini must say quite exotic mini price make better value hand one key feature micro sd slot allows instantly increase storage capacity gb believe make capable managing large amount photo video,['price']
"I am enjoying this tablet. I'm sure there are more advanced tablets available but with the price and the certificate it was practically free. This is my first electronic item with a touch screen and its fun. I'm still learning how to use all the features. I would recommend it to a friend but I think its already being replaced with the next generation 8""",5,positive,enjoying tablet im sure advanced tablet available price certificate practically free first electronic item touch screen fun im still learning use feature would recommend friend think already replaced next generation,['price']
"For the price, nothing beats this. It's not a great tablet but if you only need to surf the web, email and have a decent chat, then this tablet works.",4,positive,price nothing beat great tablet need surf web email decent chat tablet work,['price']
"I am loving this tablet. I bought it during the Black Friday special just to check it out. Ended up buying a second one for my 3 yr old. Now that I know how good they are, I would not hesitate to purchase one at full price. I use it daily for my email, games and web surfing. I have also listened to music, read a couple of books and watched videos. I will say that you do need to remember that it is a $50 tablet, so don't expect to get $200 worth of tablet! But keep your expectations realistic and you will not be disappointed.",5,positive,loving tablet bought black friday special check ended buying second one yr old know good would hesitate purchase one full price use daily email game web surfing also listened music read couple book watched video say need remember tablet dont expect get worth tablet keep expectation realistic disappointed,['price']
Very easy to use. I bought it for my 6 year old. Quality and ease of use is really great. Would recommend buying this first before getting an ipad for your child.,4,positive,easy use bought year old quality ease use really great would recommend buying first getting ipad child,['quality']
"This is a great buy - and especially for the price. Use it every day. Screen is great, features good. Highly recommend it.",5,positive,great buy especially price use every day screen great feature good highly recommend,['price']
This fit my price range perfectly so that is why I bought it. Works as expected.,4,positive,fit price range perfectly bought work expected,['price']
"I got this tablet for my 7 yr. old daughter, for the price its very good. Its the perfect size for small children.",4,positive,got tablet yr old daughter price good perfect size small child,['price']
This is a great product and a really good by for the price. Great buy at best buy.,5,positive,great product really good price great buy best buy,['price']
"Great price and bargain, especially if you have Amazon prime it works well with it",5,positive,great price bargain especially amazon prime work well,['price']
Its ok for price point but it is heavily advertised to manipulate you to purchase more from amazon.,3,neutral,ok price point heavily advertised manipulate purchase amazon,['price']
For all it can do at this price level is amazing. Makes great gift too,5,positive,price level amazing make great gift,['price']
"Bought it for kids to play with and not have to worry about kids breaking it since the price is okay. Also use it as a mean to do video chat. OK video quality, not too bad.",5,positive,bought kid play worry kid breaking since price okay also use mean video chat ok video quality bad,"['price', 'quality']"
"This is a great little tablet! Me and my brother in law bought one originally for his dad because his laptop was getting a little old and the main thing he does on it is watch Youtube videos. It performs fine for what he does it for. It was such a steal my brother in law got one himself because he wanted to play games on it and again, works perfectly! Great buy for the price",4,positive,great little tablet brother law bought one originally dad laptop getting little old main thing watch youtube video performs fine steal brother law got one wanted play game work perfectly great buy price,['price']
"Works great, nice picture, pretty fast; only downfall is that you can't access the Google Play Store, which I needed due to some specific apps. That's the only reason for 4, not 5 stars. I will still keep it though. Great for the price",4,positive,work great nice picture pretty fast downfall cant access google play store needed due specific apps thats reason star still keep though great price,['price']
We bought 3 of these for our kids and they love them. Nice prenatal features to limit use and restrict content in the Amazon eco system. Build quality seems good. Glad we choose these over the cheaper brand that was only a few bucks less.,5,positive,bought kid love nice prenatal feature limit use restrict content amazon eco system build quality seems good glad choose cheaper brand buck less,['quality']
"The fire is a decent tablet. It mostly uses the Amazon store so you are limited as to some of the apps. If you want something not HD to watch YouTube or search the net, then it is worth the purchase. For the price it is a well made product.",4,positive,fire decent tablet mostly us amazon store limited apps want something hd watch youtube search net worth purchase price well made product,['price']
The graphic display is vibrant and just the right size. It is easy to read and has great value for the price.,5,positive,graphic display vibrant right size easy read great value price,['price']
Great value for the price. Gave them as a gift to my in-laws. They enjoy using them. Reliable name and product.,5,positive,great value price gave gift inlaws enjoy using reliable name product,['price']
"Very good for in bed watching of Amazon Prime shows. Not as fast as other options, but excellent for the price.",5,positive,good bed watching amazon prime show fast option excellent price,['price']
great tablet at a great price. easy to use. great screen quality,5,positive,great tablet great price easy use great screen quality,"['price', 'quality']"
We got two of these tablets for my twins for Christmas and they are great. Using the parental controls plus the durability you cant beat the price. Also there have been not one issue with the tablet. Great inexpensive tablet for kids or anyone.,5,positive,got two tablet twin christmas great using parental control plus durability cant beat price also one issue tablet great inexpensive tablet kid anyone,['price']
"Amazon killed the tablet market by introducing this!! $50 for a high quality tablet. Needless to say, everyone got one for Christmas. Easy to use and great quality just a wierd packaging",5,positive,amazon killed tablet market introducing high quality tablet needless say everyone got one christmas easy use great quality wierd packaging,"['packaging', 'quality']"
"It's much lighter than my first gen version and slightly smaller. Recognizes taps much better and has a nicer keyboard. Still has a few things I don't like - kind of slow, insists on me using the Silk browser, I don't like that I can't delete certain pre-loaded apps that I will never use. There are some apps that aren't available for it, like Chromecast. For the price, it's a good little tablet for internet, reading, simple games, checking email and WatchESPN. Battery life still an issue, rarely lasts more than 5 hours with use.",4,positive,much lighter first gen version slightly smaller recognizes tap much better nicer keyboard still thing dont like kind slow insists using silk browser dont like cant delete certain preloaded apps never use apps arent available like chromecast price good little tablet internet reading simple game checking email watchespn battery life still issue rarely last hour use,"['price', 'battery']"
Expandable memory up to 128gb. Amazon kindle/prime benefits. Small portable options with stylish accessories from a name brand as opposed to some unknown Chinese alternative. I choose Amazon everyday of every week at this price point.,5,positive,expandable memory gb amazon kindleprime benefit small portable option stylish accessory name brand opposed unknown chinese alternative choose amazon everyday every week price point,['price']
"This is a very basic tablet, but the price can't be beat. I bought mine on Black Friday. The Amazon Fire 7 only supports the Amazon App store, so you will not be able to access the typical Google Play apps normally available on other brand tablets. I normally just use this as a Kindle device.",4,positive,basic tablet price cant beat bought mine black friday amazon fire support amazon app store able access typical google play apps normally available brand tablet normally use kindle device,"['price', 'support']"
"I have get to be disappointed by a tablet from Amazon. This Fire is amazing. For the price, the speed and quality of this can not be beaten. The features are endless and the screen is beautiful. This is so much more than an e-reader. If you are in the market for both a e-reader and a versatile tablet, you can not go wrong with this.",5,positive,get disappointed tablet amazon fire amazing price speed quality beaten feature endless screen beautiful much ereader market ereader versatile tablet go wrong,"['price', 'quality']"
Does the job I expected for the price I paid. Good stuff.,4,positive,job expected price paid good stuff,['price']
Crazy price for tablet. Was a great christmas gift.,5,positive,crazy price tablet great christmas gift,['price']
"I got this tablet with high expectations given it's from Amazon. However it was disappointing in many ways and it will be returned.First off, despite of the small screen size, it's heavy. Too heavy to be used as a book reader in bed.The deal breaker for me was that there's no way to connect a VPN using the regular Android settings. The option has been deactivated and accordingly to the tech support, ""it's not available yet, but it will come"". Surprisingly, still according to them, none of the new Amazon tables on sale have such support! Apparently Amazon doesn't believe that open WIFI at coffee shops, supermarkets, airports offer data security risks for the tablet users.On top of that, the Amazon version of ""Google Play Store"" has a reduced number of Apps and the ones I was interested in are not available.And the cherry on the top, was that only after 15 min of small usage (I was still trying to find a way to connect to my VPN), the screen frozen and the tablet became unresponsive.Too bad! I really wanted to like it.",2,negative,got tablet high expectation given amazon however disappointing many way returnedfirst despite small screen size heavy heavy used book reader bedthe deal breaker there way connect vpn using regular android setting option deactivated accordingly tech support available yet come surprisingly still according none new amazon table sale support apparently amazon doesnt believe open wifi coffee shop supermarket airport offer data security risk tablet userson top amazon version google play store reduced number apps one interested availableand cherry top min small usage still trying find way connect vpn screen frozen tablet became unresponsivetoo bad really wanted like,['support']
for the price this is a solid win. Nothing beats this tablet for the price you are paying. a steal of a device.,5,positive,price solid win nothing beat tablet price paying steal device,['price']
The battery on this device cannot handle true apps outside of the Amazon ecosystem. Youtube and Twitch would drain the battery in under an hour. But if used as intended it would be great for books and email.,3,neutral,battery device cannot handle true apps outside amazon ecosystem youtube twitch would drain battery hour used intended would great book email,['battery']
"The tablet was bought for a few family members, two of which have bought several Kindle books. But only the price is the only note worthy thing about it. If you buy it for 50 bucks, you have pay another 15 to remove the ads and since this is from Amazon, there is no Google Play to get more app selection.True, you can try to side load the Google Apps but the average tablet buyer won't do this. Also, the battery life is poor compared to tablets like the iPad Mini or other decent Android slates. I'd recommend a Samsung tablet or an iPad before I would recommend this, unless you have a very specific use for it and did not want to spend a lot of money.",2,negative,tablet bought family member two bought several kindle book price note worthy thing buy buck pay another remove ad since amazon google play get app selectiontrue try side load google apps average tablet buyer wont also battery life poor compared tablet like ipad mini decent android slate id recommend samsung tablet ipad would recommend unless specific use want spend lot money,"['price', 'battery']"
This tablet fits my needs and at $50 the price is right.,5,positive,tablet fit need price right,['price']
"This is the best tablet ever! Great price and quality! I definitely recommend everyone to get this tablet if you travel a lot or just for use casually around the house. At 49.99 price point, you can't beat that!",5,positive,best tablet ever great price quality definitely recommend everyone get tablet travel lot use casually around house price point cant beat,"['price', 'quality']"
Bought for reading while traveling. The battery last a long time.,4,positive,bought reading traveling battery last long time,['battery']
"Gets the job done as a tablet I guess, apps are limited but this isn't meant to be a full on tablet, its a reader. It does freeze ad glitch a little but for the price I guess its worth it.",3,neutral,get job done tablet guess apps limited isnt meant full tablet reader freeze ad glitch little price guess worth,['price']
"I purchased two of these tablets and I absolutely love them! Super ""snappy"" with response time with hardly and lag. Easy to charge as well as install any apps you may want. Streams videos very well and for the price point it's a great buy. Highly recommended!",5,positive,purchased two tablet absolutely love super snappy response time hardly lag easy charge well install apps may want stream video well price point great buy highly recommended,['price']
"I always buy iPads because I am an Apple fanboy, but these tablets (I bought several) have been great for the price and for what I want them for and that is to entertain kids at my business. These are much more affordable than iPads if your just playing games on them.",5,positive,always buy ipads apple fanboy tablet bought several great price want entertain kid business much affordable ipads playing game,['price']
Great product for the price. Purchased this for a Christmas exchange and was the most popular item.,5,positive,great product price purchased christmas exchange popular item,['price']
Very easy to use. price is great . Very fast . My grandkids use it by them self. Videos look very good,5,positive,easy use price great fast grandkids use self video look good,['price']
I have a 2014 Kindle HDX and I brought two of these. One for my daughter and one for my husband. I love the new features. I will be buying one for me in the very near future. Great inexpensive price Amazon !!! Thank you for showing that better doesn't have to be extremely pricey. I also love the fact that you added a memory slot. Added 64GB to both. Thank you. Highly recommended!,5,positive,kindle hdx brought two one daughter one husband love new feature buying one near future great inexpensive price amazon thank showing better doesnt extremely pricey also love fact added memory slot added gb thank highly recommended,['price']
I love that this kindle is easy to use and very good for the price. My 7yr old daughter has one and husband. Bothe beginners and they are using it easily.I do not like that it is not HD quality screen and pics.,4,positive,love kindle easy use good price yr old daughter one husband bothe beginner using easilyi like hd quality screen pic,"['price', 'quality']"
Great table for the price. You can download games and so much more. Its great for young kids.,5,positive,great table price download game much great young kid,['price']
I was very pleased with this not only is it a great tablet but a great price.,5,positive,pleased great tablet great price,['price']
"Not only was this on sale for an amazing price, but I love the parent controls on the Amazon Kindle!",5,positive,sale amazing price love parent control amazon kindle,['price']
This tablet from Amazon is decent. The performance of the tablet is de end too.,3,neutral,tablet amazon decent performance tablet de end,['performance']
GREAT TABLET FOR THE PRICE. KIDS LOVE IT. CANT BEAT IT.,4,positive,great tablet price kid love cant beat,['price']
"Bought i, was OK but don't use it anymore for the price it is good though",3,neutral,bought ok dont use anymore price good though,['price']
i like the tablet a lot its fast and easy to use and the price was right,4,positive,like tablet lot fast easy use price right,['price']
I bought this tablet for my nephew for Christmas. As I had a limited budget I needed something under $50. The Amazon Fire fit the bill and more. I don't know how Amazon can make money at this price point. Fantastic value!,4,positive,bought tablet nephew christmas limited budget needed something amazon fire fit bill dont know amazon make money price point fantastic value,['price']
Fast shipping from bestbuy.Com. product works great. For the price you can't go wrong.,5,positive,fast shipping bestbuycom product work great price cant go wrong,['price']
I bought this on Black Friday as a gift for my young son. It works as expected for the price that I paid sometimes freezes but for a young child it's perfect.,4,positive,bought black friday gift young son work expected price paid sometimes freeze young child perfect,['price']
My son picked this device for reading books and accessing kids apps mostly due to the excellent price and user friendliness. I like the parental controls and how it lets me set a daily time limit. Great value!,4,positive,son picked device reading book accessing kid apps mostly due excellent price user friendliness like parental control let set daily time limit great value,['price']
"Black Friday sale $35! Can't beat a Kindle Fire for that price. Functionality resembles Apple products, but still isn't an iPad/iPhone. Great price for the product though! If you don't prefer Apple products, this is something to look at!",5,positive,black friday sale cant beat kindle fire price functionality resembles apple product still isnt ipadiphone great price product though dont prefer apple product something look,['price']
This is an excellent product especially for the price,5,positive,excellent product especially price,['price']
"I bought one of these on Black Friday on impulse since it was $34.99 and I had a $5 certificate to use. I have a third generation iPad and am quite accustomed to using it and the App Store.Pros: OS is Android based and not too hard to pick up compared to Apple. I did find versions of a lot of favorite apps and games to download. It can take up to 128GB microSD card for expanding storage (only 8 GB built in). I got a 64 GB class 10 card at Costco for $20.Cons: screen resolution is only 1024 x 768, but I can't say it's super noticeable in normal use. Not all apps available even if an Android version exists. Much more useful if you have Amazon Prime as it ties directly to an Amazon.com account, and In fact you have to register the device before you can do much of anything on it. Battery life is not impressive either, with standby time in particular not great.For the price, it's a handy spare internet connected device. I'm not one to buy Kindle books, but the ones I do have are certainly easy to access and read.",3,neutral,bought one black friday impulse since certificate use third generation ipad quite accustomed using app storepros o android based hard pick compared apple find version lot favorite apps game download take gb microsd card expanding storage gb built got gb class card costco con screen resolution x cant say super noticeable normal use apps available even android version exists much useful amazon prime tie directly amazoncom account fact register device much anything battery life impressive either standby time particular greatfor price handy spare internet connected device im one buy kindle book one certainly easy access read,"['price', 'battery']"
"Bought 4 of these on Thanksgiving Eve. With their price that night, they were an amazing gift for my daughter's Christmas gift exchange, a donation to a less fortunate family, and kept one for me. I can only speak for the one I kept, but it's a great little, easy to hold device for reading.",5,positive,bought thanksgiving eve price night amazing gift daughter christmas gift exchange donation less fortunate family kept one speak one kept great little easy hold device reading,['price']
"The tablet its self seem a little slow. But for the price and it being got my kids, totally acceptable",4,positive,tablet self seem little slow price got kid totally acceptable,['price']
This tablet is a great buy at it's price point and is the perfect entry level tablet. The Kindle app is flawless and reading on the Fire is a pleasure!,5,positive,tablet great buy price point perfect entry level tablet kindle app flawless reading fire pleasure,['price']
I bought this to replace my granddaughter broken tablet. Cheap enough but good quality,5,positive,bought replace granddaughter broken tablet cheap enough good quality,['quality']
